player_id,batsman,innings,runs,ball,dismissals,sixes,fours,dots,ones,twos,threes,SR,BPD,BPB,NBDRY_SR,AVG,Dot_percentage
249,C Henery,3,34,40,2,1,1,12,16,4,0,85,20,20,75,17,30
250,C Jennings,2,2,7,2,0,0,3,2,0,0,28.57142857,3.5,7,40,1,42.85714286
251,C Magaia,19,297,335,16,2,34,132,89,30,0,88.65671642,20.9375,9.305555556,59.3625498,18.5625,39.40298507
252,C Mahamalage,15,191,283,12,0,18,141,85,17,0,67.49116608,23.58333333,15.72222222,48.97119342,15.91666667,49.82332155
253,C Martin,2,50,50,4,0,4,22,14,10,0,100,12.5,12.5,73.91304348,12.5,44
254,C Miles,11,194,203,11,0,22,76,61,21,1,95.56650246,18.45454545,9.227272727,66.66666667,17.63636364,37.43842365
255,C Milner,1,11,27,1,0,0,17,5,3,0,40.74074074,27,27,44,11,62.96296296
256,C Murray,12,38,45,7,0,2,16,22,4,0,84.44444444,6.428571429,22.5,71.42857143,5.428571429,35.55555556
257,C Murrombe,8,64,252,14,0,6,191,28,6,0,25.3968254,18,42,17.77777778,4.571428571,75.79365079
258,C Mutasa,4,18,18,3,0,2,10,2,4,0,100,6,9,62.5,6,55.55555556
259,C Muthoni,7,120,155,6,0,15,74,41,7,0,77.41935484,25.83333333,10.33333333,45.08196721,20,47.74193548
260,C Namugenyi,2,4,6,2,0,0,4,0,2,0,66.66666667,3,6,66.66666667,2,66.66666667
261,C Ostergaard,1,8,10,0,0,1,3,4,0,0,80,10,10,57.14285714,8,30
262,C Raack,8,58,60,2,0,6,21,23,4,1,96.66666667,30,10,69.3877551,29,35
263,C Sammut,2,0,6,2,0,0,6,0,0,0,0,3,6,0,0,100
264,C Sanda,1,1,13,1,0,0,8,1,0,0,7.692307692,13,13,11.11111111,1,61.53846154
265,C Sewsunker,5,27,57,5,0,5,43,5,1,0,47.36842105,11.4,11.4,14.28571429,5.4,75.43859649
266,C Sosa,6,4,30,5,0,0,25,4,0,0,13.33333333,6,30,13.79310345,0.8,83.33333333
267,C Sutthiruang,55,861,983,65,2,79,439,330,94,5,87.58901322,15.12307692,12.13580247,61.40552995,13.24615385,44.65920651
268,C Uwamahoro,18,238,317,17,0,24,158,74,28,4,75.07886435,18.64705882,13.20833333,53.78787879,14,49.84227129
269,C Uwase,15,102,167,9,0,8,84,49,9,1,61.07784431,18.55555556,20.875,48.95104895,11.33333333,50.2994012
270,C Zhou,12,234,445,23,0,19,287,88,35,0,52.58426966,19.34782609,23.42105263,38.53658537,10.17391304,64.49438202
271,C de Lange,12,60,104,10,0,5,64,24,8,0,57.69230769,10.4,20.8,41.66666667,6,61.53846154
272,CA Greloni,3,7,29,3,0,1,22,3,0,0,24.13793103,9.666666667,29,12,2.333333333,75.86206897
273,CA Gurrey,2,38,56,4,0,8,40,6,0,0,67.85714286,14,7,13.04347826,9.5,71.42857143
274,CA Henry,42,490,600,39,3,40,259,222,39,4,81.66666667,15.38461538,13.95348837,59.54198473,12.56410256,43.16666667
275,CC Dalton,4,14,36,4,0,1,26,6,2,0,38.88888889,9,36,29.41176471,3.5,72.22222222
276,CC van Slobbe,5,30,46,4,0,2,18,14,4,0,65.2173913,11.5,23,61.11111111,7.5,39.13043478
277,CD Mboe,8,48,146,9,0,2,90,26,7,0,32.87671233,16.22222222,73,32.5203252,5.333333333,61.64383562
278,CE Dean,10,126,114,6,0,12,30,58,10,0,110.5263158,19,9.5,79.59183673,21,26.31578947
279,CH Abeyratne,7,10,37,6,0,1,24,4,1,0,27.02702703,6.166666667,37,20.68965517,1.666666667,64.86486486
280,CH van Koolwijk,10,41,63,9,0,2,29,21,6,0,65.07936508,7,31.5,58.92857143,4.555555556,46.03174603
281,CI Manidom,4,12,34,2,0,0,22,8,2,0,35.29411765,17,34,37.5,6,64.70588235
282,CJ Ana,3,9,26,3,0,1,16,5,0,0,34.61538462,8.666666667,26,23.80952381,3,61.53846154
283,CJ Metcalfe,4,7,43,0,0,0,38,3,2,0,16.27906977,43,43,16.27906977,1.75,88.37209302
284,CL Tryon,66,1409,1039,71,60,126,358,358,92,1,135.6111646,14.63380282,5.586021505,67.3671199,19.84507042,34.45620789
285,CM Edwards,45,1090,1110,40,3,147,481,387,44,3,98.1981982,27.75,7.4,52.89617486,27.25,43.33333333
286,CM Gough,27,886,1008,21,7,85,384,361,70,1,87.8968254,48,10.95652174,61.76470588,42.19047619,38.0952381
287,CM Greechan,11,108,169,8,0,3,65,72,9,2,63.90532544,21.125,56.33333333,64.86486486,13.5,38.46153846
288,CM Saldanha,2,1,13,2,0,0,10,1,0,0,7.692307692,6.5,13,9.090909091,0.5,76.92307692
289,CM Scott,3,9,12,2,0,0,5,5,2,0,75,6,12,75,4.5,41.66666667
290,CMA Shillington,30,696,727,42,5,87,350,189,51,9,95.73590096,17.30952381,7.902173913,53.0884808,16.57142857,48.14305365
291,CN Messina,6,5,31,4,0,0,26,3,1,0,16.12903226,7.75,31,16.66666667,1.25,83.87096774
292,CN Nation,39,791,857,41,17,59,394,265,88,4,92.29871645,20.90243902,11.27631579,60.3195739,19.29268293,45.97432905
293,CNIM Joyce,24,610,777,36,5,60,389,231,46,4,78.50707851,21.58333333,11.95384615,50,16.94444444,50.06435006
294,CP Jack,1,18,22,1,1,0,10,8,2,0,81.81818182,22,22,60,18,45.45454545
295,CR Pagydyala,1,2,2,0,0,0,0,2,0,0,100,2,2,100,2,0
296,CR Seneviratna,25,495,589,33,0,31,242,215,72,4,84.04074703,17.84848485,19,69.60600375,15,41.08658744
297,CS Fraser,8,27,51,4,1,1,31,11,3,0,52.94117647,12.75,25.5,37.77777778,6.75,60.78431373
298,CS Mugeri-Tiripano,35,871,824,31,8,103,340,213,90,6,105.7038835,26.58064516,7.423423423,63.32819723,28.09677419,41.26213592
299,CS Nascimento,6,22,44,5,0,1,27,12,3,0,50,8.8,44,42.85714286,4.4,61.36363636
300,CSN Mbelel,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
301,CT Dhururu,20,237,328,17,1,20,166,110,19,1,72.25609756,19.29411765,15.61904762,51.01351351,13.94117647,50.6097561
302,CT McNally,5,65,101,4,0,8,36,25,4,0,64.35643564,25.25,12.625,50.76923077,16.25,35.64356436
303,Camila Valdes,2,0,24,2,0,0,20,0,0,0,0,12,24,0,0,83.33333333
304,Chado Om,6,20,35,4,0,1,14,14,1,0,57.14285714,8.75,35,55.17241379,5,40
305,Chan Ka Man,22,72,155,14,0,3,86,36,9,2,46.4516129,11.07142857,51.66666667,45.11278195,5.142857143,55.48387097
306,Chaya Mughal,43,595,808,39,1,45,347,309,50,0,73.63861386,20.71794872,17.56521739,57.93201133,15.25641026,42.94554455
307,Chen Xinyu,2,3,15,1,0,0,10,3,0,0,20,15,15,23.07692308,3,66.66666667
308,Chen Yue,5,54,118,5,0,5,86,11,9,0,45.76271186,23.6,23.6,27.35849057,10.8,72.88135593
309,Chinyenum George,1,3,5,1,0,0,2,3,0,0,60,5,5,60,3,40
310,Christina Baret,13,155,365,23,0,4,226,73,27,4,42.46575342,15.86956522,91.25,42.12121212,6.739130435,61.91780822
311,Constanza Oyarce,2,0,5,2,0,0,5,0,0,0,0,2.5,5,0,0,100
312,Constanza Vergara,1,0,7,1,0,0,7,0,0,0,0,7,7,0,0,100
313,Cynthia Konadu,1,0,19,1,0,0,15,0,0,0,0,19,19,0,0,78.94736842
314,D Bhaskara,5,13,55,4,0,1,42,9,0,0,23.63636364,13.75,55,17.64705882,3.25,76.36363636
315,D Bhatta,10,84,79,10,3,6,32,26,8,0,106.3291139,7.9,8.777777778,63.63636364,8.4,40.50632911
316,D Brown,2,6,3,0,0,1,1,0,1,0,200,3,3,100,3,33.33333333
317,D Busingye,5,224,298,6,0,16,118,108,26,0,75.16778523,49.66666667,18.625,63.49206349,37.33333333,39.59731544
318,D Devnarain,6,44,51,4,0,5,22,20,2,0,86.2745098,12.75,10.2,54.54545455,11,43.1372549
319,D Dhingra,16,263,309,12,0,23,138,91,28,8,85.11326861,25.75,13.43478261,64.52830189,21.91666667,44.66019417
320,D Dlamini,8,15,42,9,0,1,27,7,2,0,35.71428571,4.666666667,42,30.55555556,1.666666667,64.28571429
321,D Dzimau,1,2,4,0,0,0,2,2,0,0,50,4,4,50,2,50
322,D Foerster,23,188,271,14,3,13,134,70,24,0,69.37269373,19.35714286,16.9375,51.75438596,13.42857143,49.44649446
323,D Gangwani,1,26,29,0,0,2,11,9,3,1,89.65517241,29,14.5,75,26,37.93103448
324,D Golechha,2,2,6,2,0,0,4,2,0,0,33.33333333,3,6,33.33333333,1,66.66666667
325,D Hannema,5,232,278,8,0,2,98,120,40,8,83.45323741,34.75,139,84.21052632,29,35.25179856
326,D Hazell,15,119,142,14,1,7,58,61,9,2,83.8028169,10.14285714,17.75,65.38461538,8.5,40.84507042
327,D Hemalatha,21,302,286,20,8,30,121,96,19,0,105.5944056,14.3,7.526315789,56.77966102,15.1,42.30769231
328,D Joseph,6,28,77,6,0,2,51,16,2,0,36.36363636,12.83333333,38.5,28.98550725,4.666666667,66.23376623
329,D Kataina,5,38,83,4,0,3,44,22,2,0,45.78313253,20.75,27.66666667,38.23529412,9.5,53.01204819
330,D Koralalage,1,5,8,0,0,0,1,5,0,0,62.5,8,8,83.33333333,5,12.5
331,D McGahey,6,118,134,6,1,16,68,27,9,1,88.05970149,22.33333333,7.882352941,45.71428571,19.66666667,50.74626866
332,D Mukarurangwa,6,81,124,6,0,5,64,31,15,0,65.32258065,20.66666667,24.8,55.45454545,13.5,51.61290323
333,D Nanayakkara,14,102,129,13,1,12,59,34,7,0,79.06976744,9.923076923,9.923076923,48,7.846153846,45.73643411
334,D Ndipo,3,54,58,2,0,8,24,18,2,0,93.10344828,29,7.25,50,27,41.37931034
335,D Njoroge,14,270,314,8,0,25,123,96,31,4,85.98726115,39.25,12.56,66.92913386,33.75,39.17197452
336,D Prakas,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
337,D Saxena,8,236,270,14,0,25,121,85,24,1,87.40740741,19.28571429,10.8,58.87445887,16.85714286,44.81481481
338,D Staddon,3,33,70,4,0,3,37,11,5,0,47.14285714,17.5,23.33333333,39.62264151,8.25,52.85714286
339,D Tucker,10,50,73,5,0,3,28,32,3,0,68.49315068,14.6,24.33333333,60.31746032,10,38.35616438
340,D Wangmo,21,344,506,19,1,23,253,124,52,6,67.98418972,26.63157895,21.08333333,56.55172414,18.10526316,50
341,D Wulandari,4,60,61,2,0,8,22,17,4,1,98.36065574,30.5,7.625,63.63636364,30,36.06557377
342,D van Deventer,6,186,226,12,0,10,84,94,26,0,82.30088496,18.83333333,22.6,71.56862745,15.5,37.16814159
343,D van Niekerk,58,2287,2387,74,42,237,1049,859,111,2,95.81064097,32.25675676,8.555555556,53.78525482,30.90540541,43.9463762
344,DA Galia,8,43,130,8,0,0,66,31,6,0,33.07692308,16.25,130,41.74757282,5.375,50.76923077
345,DA Sasrikayoni,1,15,33,0,0,0,10,13,1,0,45.45454545,33,33,62.5,15,30.3030303
346,DAL Paramitha,1,0,3,1,0,0,3,0,0,0,0,3,3,0,0,100
347,DB Sharma,73,1355,1378,60,8,113,419,673,91,0,98.33091437,22.96666667,11.38842975,72.27387997,22.58333333,30.40638607
348,DEM Carter,15,311,320,14,5,31,145,88,27,5,97.1875,22.85714286,8.888888889,59.24528302,22.21428571,45.3125
349,DI Dusabemungu,6,58,136,10,0,2,90,22,14,0,42.64705882,13.6,68,39.68253968,5.8,66.17647059
350,DJ Mokoatsela,1,1,5,1,0,0,3,1,0,0,20,5,5,25,1,60
351,DJS Dottin,65,2017,1728,73,80,197,758,488,117,9,116.724537,23.67123288,6.238267148,54.59183673,27.63013699,43.86574074
352,DL Graham,14,45,106,13,0,2,65,27,5,0,42.45283019,8.153846154,53,38.1443299,3.461538462,61.32075472
353,DLN Kenfack,1,0,3,1,0,0,3,0,0,0,0,3,3,0,0,100
354,DM Braat,1,4,5,0,0,0,0,4,0,0,80,5,5,100,4,0
355,DM Kimmince,9,148,148,9,4,6,51,64,18,0,100,16.44444444,14.8,75.18796992,16.44444444,34.45945946
356,DN Wyatt,118,3638,2840,145,57,453,974,999,207,22,128.0985915,19.5862069,5.568627451,67.16621253,25.08965517,34.29577465
357,DP David,1,1,2,1,0,0,1,1,0,0,50,2,2,50,1,50
358,DP Vaidya,8,90,93,4,1,7,30,48,4,0,96.77419355,23.25,11.625,68.29268293,22.5,32.25806452
359,DR Gibson,13,133,100,8,1,19,33,41,5,0,133,12.5,5,64.55696203,16.625,33
360,DS Gamage,2,5,10,2,0,0,4,2,0,1,50,5,10,71.42857143,2.5,40
361,DS Vlachopoulou,4,22,61,3,0,0,29,20,1,0,36.06557377,20.33333333,61,44,7.333333333,47.54098361
362,Damini Ramesh,8,16,50,4,0,0,27,12,2,0,32,12.5,50,39.02439024,4,54
363,Diana Baig,21,68,117,15,0,2,49,54,3,0,58.11965812,7.8,58.5,56.60377358,4.533333333,41.88034188
364,Dilara Akter,15,183,195,13,2,24,95,40,16,1,93.84615385,15,7.5,49.34210526,14.07692308,48.71794872
365,Dok Da Nit,4,2,42,4,0,0,34,2,0,0,4.761904762,10.5,42,5.555555556,0.5,80.95238095
366,Durriya Malik,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
367,E Anyipo,16,93,97,12,1,7,39,32,12,1,95.87628866,8.083333333,12.125,70.23809524,7.75,40.20618557
368,E Bisht,4,10,16,1,0,0,3,8,1,0,62.5,16,16,83.33333333,10,18.75
369,E Bogdanova,1,2,5,1,0,0,3,2,0,0,40,5,5,40,2,60
370,E Bourgaize,1,0,3,1,0,0,3,0,0,0,0,3,3,0,0,100
371,E Brelivet,7,8,63,8,0,0,45,6,1,0,12.6984127,7.875,63,15.38461538,1,71.42857143
372,E Chance,5,6,22,3,0,0,13,4,1,0,27.27272727,7.333333333,22,33.33333333,2,59.09090909
373,E Cleator,2,17,21,1,0,1,6,9,2,0,80.95238095,21,21,76.47058824,17,28.57142857
374,E Duffy,4,24,38,2,0,0,16,12,3,2,63.15789474,19,38,72.72727273,12,42.10526316
375,E Ellermaa,5,8,56,4,0,0,40,4,2,0,14.28571429,14,56,17.39130435,2,71.42857143
376,E Gouge,6,11,35,4,0,0,21,5,3,0,31.42857143,8.75,35,37.93103448,2.75,60
377,E Guehoada,5,3,13,1,0,0,10,1,1,0,23.07692308,13,13,25,3,76.92307692
378,E Iloku,10,191,258,10,0,12,124,79,32,0,74.03100775,25.8,21.5,60.85106383,19.1,48.0620155
379,E Kamara,5,86,100,3,0,12,42,15,10,1,86,33.33333333,8.333333333,55.88235294,28.66666667,42
380,E Khaliunaa,6,12,45,6,0,0,34,6,3,0,26.66666667,7.5,45,27.90697674,2,75.55555556
381,E Kuncova,3,6,26,1,0,0,15,6,0,0,23.07692308,26,26,28.57142857,6,57.69230769
382,E Kusuda-Nairn,3,2,13,3,0,0,10,2,0,0,15.38461538,4.333333333,13,16.66666667,0.666666667,76.92307692
383,E Marx,4,13,17,3,0,2,10,5,0,0,76.47058824,5.666666667,8.5,33.33333333,4.333333333,58.82352941
384,E Miller,1,9,7,1,0,2,3,1,0,0,128.5714286,7,3.5,25,9,42.85714286
385,E Millington,1,2,6,1,0,0,4,2,0,0,33.33333333,6,6,33.33333333,2,66.66666667
386,E Moiane,5,130,144,10,4,12,70,34,12,0,90.27777778,14.4,9,50,13,48.61111111
387,E Prokic,1,3,19,2,0,0,15,3,0,0,15.78947368,9.5,19,16.66666667,1.5,78.94736842
388,E Sandy,18,145,240,20,0,13,128,59,14,2,60.41666667,12,18.46153846,45.81280788,7.25,53.33333333
389,E Simeon,1,0,8,2,0,0,4,0,0,0,0,4,8,0,0,50
390,E Thelander,3,19,38,2,0,1,26,5,5,0,50,19,38,41.66666667,9.5,68.42105263
391,E Toguchi-Quinn,10,26,62,5,0,1,37,15,2,1,41.93548387,12.4,62,40,5.2,59.67741935
392,E Tzanavari,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
393,E Van Zyl,23,186,234,20,8,10,121,68,15,0,79.48717949,11.7,13,48.03921569,9.3,51.70940171
394,E Vukusic,4,197,204,3,0,21,43,65,21,2,96.56862745,68,9.714285714,86.25954198,65.66666667,21.07843137
395,E Wachira,23,245,366,21,0,15,170,117,34,0,66.93989071,17.42857143,24.4,57.63239875,11.66666667,46.44808743
396,E Waithaka,1,0,2,2,0,0,2,0,0,0,0,1,2,0,0,100
397,E de Souza,4,58,98,4,0,7,62,14,8,0,59.18367347,24.5,14,35.71428571,14.5,63.26530612
398,EA Burns,1,60,38,0,0,12,14,8,2,0,157.8947368,38,3.166666667,50,60,36.84210526
399,EA Osborne,9,40,46,7,0,4,16,22,1,0,86.95652174,6.571428571,11.5,61.53846154,5.714285714,34.7826087
400,EA Perry,76,1983,1729,61,51,177,598,753,98,5,114.6905726,28.3442623,7.583333333,66.29986245,32.50819672,34.58646617
401,EAJ Richardson,40,735,725,44,6,86,294,229,60,2,101.3793103,16.47727273,7.880434783,60.68376068,16.70454545,40.55172414
402,EAS Ferrary,6,121,137,5,0,12,47,33,17,2,88.32116788,27.4,11.41666667,73.73737374,24.2,34.30656934
403,EC Bargna,1,1,2,0,0,0,1,1,0,0,50,2,2,50,1,50
404,EC Muller,2,0,3,2,0,0,3,0,0,0,0,1.5,3,0,0,100
405,EC Perry,10,99,121,12,0,8,52,49,9,0,81.81818182,10.08333333,15.125,60.90909091,8.25,42.97520661
406,EE Corder,2,0,10,4,0,0,10,0,0,0,0,2.5,10,0,0,100
407,EGS Kana,9,15,63,9,0,0,47,11,2,0,23.80952381,7,63,25,1.666666667,74.6031746
408,EH Rendler,6,122,136,12,4,12,72,26,12,0,89.70588235,11.33333333,8.5,45.45454545,10.16666667,52.94117647
409,EJ Carson,5,9,15,1,0,0,6,7,1,0,60,15,15,64.28571429,9,40
410,EJ Tice,9,51,84,7,0,4,45,29,3,0,60.71428571,12,21,45.45454545,7.285714286,53.57142857
411,EJ Villani,47,1634,1376,54,16,204,481,502,104,4,118.75,25.48148148,6.254545455,66.17781852,30.25925926,34.95639535
412,EJCLRC Rainford-Brent,1,23,17,0,0,1,3,9,2,2,135.2941176,17,17,118.75,23,17.64705882
413,EK Hubbard,6,47,75,3,0,1,34,35,4,0,62.66666667,25,75,58.90410959,15.66666667,45.33333333
414,EL Bartram,14,308,300,11,6,32,111,88,25,2,102.6666667,27.27272727,7.894736842,63.71681416,28,37
415,EL Watson,16,139,215,15,0,11,106,61,17,0,64.65116279,14.33333333,19.54545455,51.63043478,9.266666667,49.30232558
416,ELC Flanagan,3,26,41,3,0,3,23,10,2,0,63.41463415,13.66666667,13.66666667,40,8.666666667,56.09756098
417,EM Bermingham,7,38,33,8,0,2,13,8,5,4,115.1515152,4.125,16.5,100,4.75,39.39393939
418,EMC Fowler,2,4,21,2,0,0,17,2,1,0,19.04761905,10.5,21,20,2,80.95238095
419,EMKNH Senavirathna,4,16,17,4,0,2,9,2,3,0,94.11764706,4.25,8.5,57.14285714,4,52.94117647
420,EN Lynch,25,127,158,17,0,12,67,52,12,1,80.37974684,9.294117647,13.16666667,59.84848485,7.470588235,42.40506329
421,ER Oza,73,2055,1997,81,37,227,884,586,162,5,102.9043565,24.65432099,7.564393939,56.5058033,25.37037037,44.2663996
422,ES Grammenou,2,3,23,2,0,0,16,3,0,0,13.04347826,11.5,23,15.78947368,1.5,69.56521739
423,EU Kejarukua,1,4,12,2,0,0,4,4,0,0,33.33333333,6,12,50,2,33.33333333
424,Eashal Ibrahim,3,0,28,3,0,0,27,0,0,0,0,9.333333333,28,0,0,96.42857143
425,Elizabeth Annor,1,8,12,1,0,1,7,4,0,0,66.66666667,12,12,36.36363636,8,58.33333333
426,Ellen Asante,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
427,Emaan Ejaz,5,4,39,5,0,0,34,2,1,0,10.25641026,7.8,39,10.81081081,0.8,87.17948718
428,Eman Asim,4,17,36,3,0,1,20,7,3,0,47.22222222,12,36,43.33333333,5.666666667,55.55555556
429,Emilia Toro,2,1,19,1,0,0,15,1,0,0,5.263157895,19,19,6.25,1,78.94736842
430,Emily Merrien,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
431,Emma Patel,8,49,73,3,0,4,32,19,7,0,67.12328767,24.33333333,18.25,56.89655172,16.33333333,43.83561644
432,Emmanuella Nyaaba,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
433,Emylia Eliani,1,2,14,2,0,0,12,2,0,0,14.28571429,7,14,14.28571429,1,85.71428571
434,Eri Iko,3,62,100,8,0,4,44,38,4,0,62,12.5,25,53.48837209,7.75,44
435,Erika Oda,20,443,525,24,1,48,221,192,22,3,84.38095238,21.875,10.71428571,55.93607306,18.45833333,42.0952381
436,Esperanza Rubio,2,0,17,2,0,0,14,0,0,0,0,8.5,17,0,0,82.35294118
437,Ezgi Nur Kilic,4,23,50,4,0,2,32,13,1,0,46,12.5,25,32.60869565,5.75,64
438,F Bangur,1,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0
439,F Bulpitt,2,10,22,2,0,0,13,8,1,0,45.45454545,11,22,45.45454545,5,59.09090909
440,F Chipare,3,5,8,0,0,0,3,3,1,0,62.5,8,8,71.42857143,1.666666667,37.5
441,F Conteh,2,26,51,2,0,2,30,8,5,0,50.98039216,25.5,25.5,41.86046512,13,58.82352941
442,F Copley,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
443,F Eseigbe,20,120,312,21,0,8,195,64,12,0,38.46153846,14.85714286,39,32.47232472,5.714285714,62.5
444,F Fyneface,1,0,2,2,0,0,2,0,0,0,0,1,2,0,0,100
445,F Guirrugo,5,44,150,8,0,6,112,16,2,0,29.33333333,18.75,25,15.38461538,5.5,74.66666667
446,F Irakoze,8,29,39,6,0,2,22,6,6,1,74.35897436,6.5,19.5,60,4.833333333,56.41025641
447,F Malefula,3,28,53,3,0,0,32,8,10,0,52.83018868,17.66666667,53,56,9.333333333,60.37735849
448,F Najjumba,8,175,211,9,0,12,82,95,13,2,82.93838863,23.44444444,17.58333333,66.14583333,19.44444444,38.86255924
449,F Odhiambo,6,10,34,2,0,1,27,2,2,0,29.41176471,17,34,19.35483871,5,79.41176471
450,F Overdijk,25,162,262,19,0,8,131,94,18,0,61.83206107,13.78947368,32.75,53.49794239,8.526315789,50
451,F Parkinson,1,2,4,1,0,0,2,2,0,0,50,4,4,50,2,50
452,F Pessima,4,31,51,3,0,2,25,11,6,0,60.78431373,17,25.5,54.76190476,10.33333333,49.01960784
453,F Samanyika,23,356,699,28,0,26,398,155,47,1,50.92989986,24.96428571,26.88461538,41.93011647,12.71428571,56.93848355
454,F Sisifo,4,35,60,3,1,2,35,15,3,0,58.33333333,20,20,39.62264151,11.66666667,58.33333333
455,F Song,8,134,198,12,0,8,92,62,20,0,67.67676768,16.5,24.75,58.62068966,11.16666667,46.46464646
456,F Tanguy,3,8,24,3,0,0,16,6,1,0,33.33333333,8,24,34.7826087,2.666666667,66.66666667
457,F Tunnicliffe,9,102,137,8,0,11,69,44,7,0,74.45255474,17.125,12.45454545,48.33333333,12.75,50.3649635
458,FA Zavala,8,73,137,8,0,5,65,29,12,0,53.28467153,17.125,27.4,50,9.125,47.44525547
459,FC Jonas,5,9,30,1,0,0,21,7,1,0,30,30,30,31.03448276,9,70
460,FC Wilson,22,501,526,25,3,36,160,268,34,1,95.24714829,21.04,13.48717949,73.21814255,20.04,30.41825095
461,FEM Van Arkel,1,6,26,2,0,0,16,6,0,0,23.07692308,13,26,27.27272727,3,61.53846154
462,FG Kemp,12,124,101,7,5,12,36,32,7,0,122.7722772,14.42857143,5.941176471,61.33333333,17.71428571,35.64356436
463,FL Mackay,13,232,245,10,2,24,97,98,13,0,94.69387755,24.5,9.423076923,59.61538462,23.2,39.59183673
464,FLV Pula,2,50,94,2,0,6,60,26,0,0,53.19148936,47,15.66666667,30.23255814,25,63.82978723
465,FO Kibasu,24,706,704,23,0,89,285,205,65,5,100.2840909,30.60869565,7.91011236,62.5,30.69565217,40.48295455
466,FR Davies,1,1,1,0,0,0,0,1,0,0,100,1,1,100,1,0
467,Fahima Khatun,43,521,533,40,1,43,165,238,51,1,97.74859287,13.325,12.11363636,75.38461538,13.025,30.95684803
468,Fareeha Mehmood,2,14,38,6,0,0,22,14,0,0,36.84210526,6.333333333,38,38.88888889,2.333333333,57.89473684
469,Fargana Hoque,56,1339,1593,68,9,115,689,599,104,6,84.05524168,23.42647059,12.84677419,59.01287554,19.69117647,43.2517263
470,Farial Zia Safdar,2,0,3,2,0,0,3,0,0,0,0,1.5,3,0,0,100
471,Fariha Trisna,5,4,18,2,0,0,13,4,0,0,22.22222222,9,18,23.52941176,2,72.22222222
472,Fathimath Anaal,2,0,16,2,0,0,13,0,0,0,0,8,16,0,0,81.25
473,Fathimath Malha,3,4,28,3,0,0,25,2,1,0,14.28571429,9.333333333,28,14.28571429,1.333333333,89.28571429
474,Fatima Sana,22,215,224,12,4,21,88,85,11,0,95.98214286,18.66666667,8.96,58.15217391,17.91666667,39.28571429
475,Fiza,12,218,336,11,0,23,172,86,17,2,64.88095238,30.54545455,14.60869565,45.48736462,19.81818182,51.19047619
476,Florencia Martinez,2,0,28,2,0,0,16,0,0,0,0,14,28,0,0,57.14285714
477,Franchesca Moya,2,0,5,2,0,0,5,0,0,0,0,2.5,5,0,0,100
478,G Anujin,6,15,41,6,0,1,31,5,3,0,36.58536585,6.833333333,41,28.20512821,2.5,75.6097561
479,G Ayan,4,16,52,5,0,1,39,8,2,0,30.76923077,10.4,52,24.48979592,3.2,75
480,G Batagoda,2,2,5,2,0,0,3,2,0,0,40,2.5,5,40,1,60
481,G Candiru,4,108,164,8,0,6,80,54,12,2,65.85365854,20.5,27.33333333,56.75675676,13.5,48.7804878
482,G Cengiz,4,5,18,3,0,0,14,1,2,0,27.77777778,6,18,29.41176471,1.666666667,77.77777778
483,G Chilia,3,32,52,2,0,2,25,22,1,0,61.53846154,26,26,50,16,48.07692308
484,G Dempsey,6,22,30,3,0,1,11,18,0,0,73.33333333,10,30,62.06896552,7.333333333,36.66666667
485,G Ephraim,1,0,20,4,0,0,20,0,0,0,0,5,20,0,0,100
486,G Fernando,5,10,64,4,0,0,50,10,0,0,15.625,16,64,16.66666667,2.5,78.125
487,G Ingabire,2,5,10,1,0,0,4,1,2,0,50,10,10,71.42857143,5,40
488,G Ishimwe,30,568,720,32,3,46,350,204,75,4,78.88888889,22.5,14.69387755,57.81990521,17.75,48.61111111
489,G Jafta,1,7,6,1,0,0,1,3,2,0,116.6666667,6,6,116.6666667,7,16.66666667
490,G Keles,3,9,31,3,0,0,20,5,2,0,29.03225806,10.33333333,31,33.33333333,3,64.51612903
491,G Kodali,13,70,91,11,0,3,35,35,10,1,76.92307692,8.272727273,30.33333333,71.60493827,6.363636364,38.46153846
492,G Mallett,1,1,5,1,0,0,4,1,0,0,20,5,5,20,1,80
493,G Matome,31,431,695,28,0,44,365,147,51,2,62.01438849,24.82142857,15.79545455,45.13274336,15.39285714,52.51798561
494,G Obukor,10,168,228,11,0,13,108,61,26,1,73.68421053,20.72727273,17.53846154,59.18367347,15.27272727,47.36842105
495,G Shukla,5,83,91,5,0,9,38,23,12,0,91.20879121,18.2,10.11111111,64.38356164,16.6,41.75824176
496,G Sultana,3,6,6,1,0,0,0,6,0,0,100,6,6,100,6,0
497,G Urjindulam,6,5,51,5,0,0,38,3,1,0,9.803921569,10.2,51,11.9047619,1,74.50980392
498,G Wareham,16,183,126,12,2,25,41,38,15,1,145.2380952,10.5,4.666666667,74.73684211,15.25,32.53968254
499,G Wetherall,11,162,181,7,2,19,82,34,17,2,89.50276243,25.85714286,8.619047619,54.81481481,23.14285714,45.3038674
